Building components;Building element;Level 3: Material;Unit;Quantity ;Repl (year);GWP [kg CO2 eq] A1-A3;GWP [kg CO2 eq];GHG from KBOB;KBOB ID;GWP [kg CO2 eq] KBOB ID;GHG from KBOB
Technical equipment;Ventilation;Galvanized Steel;kg;415.607968;30;298.4677132;0.002366425;0.011566084;6.011;3.51;0.009474547
Technical equipment;Ventilation;Galvanized Steel;kg;667.8581446;30;479.6204801;0.003802709;0.018586034;6.011;3.51;0.011566084
Technical equipment;Ventilation;Galvanized Steel;kg;778.701733;30;559.2224966;0.00443384;0.021670735;6.011;3.51;0.018586034
Technical equipment;Ventilation;Galvanized Steel;kg;116.747552;30;83.84193172;0.000664747;0.003249004;6.011;3.51;0.021670735
Technical equipment;Ventilation;Galvanized Steel;kg;29.6381935;30;21.28458672;0.000168757;0.000824811;6.011;3.51;0.003249004
Technical equipment;Ventilation;aluminium pipe？;kg;1.374132627;30;5.440476352;4.31352E-05;#N/A;FALSE;#N/A;0.000824811
Technical equipment;Ventilation;Steel;kg;3.995163378;30;1.609450288;1.27607E-05;2.16E-05;6.003;0.682;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;1.713424633;30;6.783803846;5.37859E-05;#N/A;FALSE;#N/A;2.1603E-05
Technical equipment;Ventilation;Steel;kg;4.981623471;30;2.006845421;1.59114E-05;2.69E-05;6.003;0.682;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;2.137539642;30;8.462963214;6.70993E-05;#N/A;FALSE;#N/A;2.69371E-05
Technical equipment;Ventilation;Steel;kg;6.214698587;30;2.503589337;1.98499E-05;3.36E-05;6.003;0.682;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;2.731300653;30;10.81378633;8.5738E-05;#N/A;FALSE;#N/A;3.36047E-05
Technical equipment;Ventilation;Steel;kg;7.94100375;30;3.19903082;2.53638E-05;4.29E-05;6.003;0.682;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;3.409884666;30;13.50044132;0.000107039;#N/A;FALSE;#N/A;4.29393E-05
Technical equipment;Ventilation;Steel;kg;9.913923937;30;3.993821085;3.16653E-05;5.36E-05;6.003;0.682;#N/A
Technical equipment;Ventilation;Polyvinyl chloride (PVC);kg;10.02796375;30;19.63408073;0.00015567;0.000351423;13.004;4.42;5.36075E-05
Technical equipment;Ventilation;Steel;kg;18.74274177;30;7.550507525;5.98648E-05;0.000101347;6.003;0.682;0.000351423
Technical equipment;Ventilation;Galvanized Steel;kg;71.0630569;15;51.03373785;0.00080925;0.003955272;6.011;3.51;0.000101347
Technical equipment;Ventilation;Chrome Steel;kg;3.136943096;15;12.24352163;0.000194147;0.000111424;6.006;2.24;0.003955272
Technical equipment;Ventilation;Galvanized Steel;kg;15.3676743;15;11.03625281;0.000175004;0.000855344;6.011;3.51;0.000111424
Technical equipment;Ventilation;Chrome Steel;kg;0.832325704;15;3.248575904;5.15132E-05;2.96E-05;6.006;2.24;0.000855344
Technical equipment;Ventilation;Galvanized Steel;kg;66.79796435;15;47.97077342;0.00076068;0.003717883;6.011;3.51;2.95642E-05
Technical equipment;Ventilation;Chrome Steel;kg;5.202035648;15;20.3035994;0.000321957;0.000184776;6.006;2.24;0.003717883
Technical equipment;Ventilation;Galvanized Steel;kg;67.89748733;15;48.76039281;0.000773201;0.003779081;6.011;3.51;0.000184776
Technical equipment;Ventilation;Chrome Steel;kg;7.102512671;15;27.72118104;0.000439579;0.000252282;6.006;2.24;0.003779081
Technical equipment;Ventilation;Galvanized Steel;kg;39.45116198;15;28.3317429;0.000449261;0.002195798;6.011;3.51;0.000252282
Technical equipment;Ventilation;Chrome Steel;kg;5.548838024;15;21.65717269;0.000343421;0.000197095;6.006;2.24;0.002195798
Technical equipment;Ventilation;Galvanized Steel;kg;2.921996039;15;2.098423377;3.3275E-05;0.000162634;6.011;3.51;0.000197095
Technical equipment;Ventilation;Chrome Steel;kg;0.578003961;15;2.255955489;3.5773E-05;2.05E-05;6.006;2.24;0.000162634
Technical equipment;Ventilation;Galvanized Steel;kg;10.587;15;7.60302478;0.000120562;0.000589258;6.011;3.51;2.05307E-05
Technical equipment;Ventilation;Chrome Steel;kg;1.413;15;5.51495374;8.74515E-05;5.02E-05;6.006;2.24;0.000589258
Technical equipment;Ventilation;Galvanized Steel;kg;24.232;15;17.40214381;0.000275949;0.00134872;6.011;3.51;5.01898E-05
Technical equipment;Ventilation;Chrome Steel;kg;3.768;15;14.70654331;0.000233204;0.000133839;6.006;2.24;0.00134872
Technical equipment;Ventilation;Galvanized Steel;kg;107.6324958;15;77.29597927;0.001225695;0.005990677;6.011;3.51;0.000133839
Technical equipment;Ventilation;Chrome Steel;kg;2.367504224;15;9.240393682;0.000146526;8.41E-05;6.006;2.24;0.005990677
Technical equipment;Ventilation;Glass Wool;kg;21.60630348;15;26.14414091;0.000414572;0.000387154;10.001;1.13;8.40938E-05
Technical equipment;Ventilation;Galvanized Steel;kg;0.620464549;15;0.445584901;7.06571E-06;3.45E-05;6.011;3.51;0.000387154
Technical equipment;Ventilation;Galvanized Steel;kg;8.529;15;6.12507777;9.71263E-05;0.000474712;6.011;3.51;3.45342E-05
Technical equipment;Ventilation;Chrome Steel;kg;0.471;15;1.838317913;2.91505E-05;1.67E-05;6.006;2.24;0.000474712
Technical equipment;Ventilation;Glass Wool;kg;1.316;15;1.592391289;2.52508E-05;2.36E-05;10.001;1.13;1.67299E-05
Technical equipment;Ventilation;Galvanized Steel;kg;3.3912;15;2.435380904;3.86182E-05;0.00018875;6.011;3.51;2.35809E-05
Technical equipment;Ventilation;Galvanized Steel;kg;100.58;15;72.23124892;0.001145382;0.005598145;6.011;3.51;0.00018875
Technical equipment;Ventilation;Chrome Steel;kg;9.42;15;36.76635826;0.00058301;0.000334599;6.006;2.24;0.005598145
Technical equipment;Ventilation;Glass Wool;kg;18.76;15;22.70004603;0.000359958;0.000336153;10.001;1.13;0.000334599
Technical equipment;Ventilation;Galvanized Steel;kg;46.472;15;33.37373832;0.000529213;0.002586568;6.011;3.51;0.000336153
Technical equipment;Ventilation;Galvanized Steel;kg;43.29;15;31.08859381;0.000492977;0.002409462;6.011;3.51;0.002586568
Technical equipment;Ventilation;Chrome Steel;kg;4.71;15;18.38317913;0.000291505;0.000167299;6.006;2.24;0.002409462
Technical equipment;Ventilation;Glass Wool;kg;8.624;15;10.43524504;0.000165473;0.00015453;10.001;1.13;0.000167299
Technical equipment;Ventilation;Galvanized Steel;kg;21.1008;15;15.15348118;0.000240291;0.001174442;6.011;3.51;0.00015453
Technical equipment;Ventilation;Galvanized Steel;kg;1;20;0.718147235;8.54083E-06;4.17E-05;6.011;3.51;0.001174442
Technical equipment;Ventilation;Galvanized Steel;kg;1;20;0.718147235;8.54083E-06;4.17E-05;6.011;3.51;4.1744E-05
Technical equipment;Ventilation;Galvanized Steel;kg;1.4;20;1.005406129;1.19572E-05;5.84E-05;6.011;3.51;4.1744E-05
Technical equipment;Ventilation;Galvanized Steel;kg;1.8;20;1.292665023;1.53735E-05;7.51E-05;6.011;3.51;5.84416E-05
Technical equipment;Ventilation;Galvanized Steel;kg;1.8;20;1.292665023;1.53735E-05;7.51E-05;6.011;3.51;7.51391E-05
Technical equipment;Ventilation;Galvanized Steel;kg;2.8;20;2.010812259;2.39143E-05;0.000116883;6.011;3.51;7.51391E-05
Technical equipment;Ventilation;Galvanized Steel;kg;4.2;20;3.016218388;3.58715E-05;0.000175325;6.011;3.51;0.000116883
Technical equipment;Ventilation;Chrome Steel;kg;19.6;20;76.49900445;0.000909793;0.000522145;6.006;2.24;0.000175325
Technical equipment;Ventilation;Chrome Steel;kg;11;20;42.93311474;0.000510598;0.00029304;6.006;2.24;0.000522145
Technical equipment;Ventilation;Chrome Steel;kg;3.9;20;15.22174068;0.00018103;0.000103896;6.006;2.24;0.00029304
Technical equipment;Ventilation;Galvanized Steel;kg;16.5792;20;11.90630664;0.0001416;0.000692082;6.011;3.51;0.000103896
Technical equipment;Ventilation;aluminium pipe？;kg;72;20;285.0629479;0.003390216;#N/A;FALSE;#N/A;0.000692082
Technical equipment;Ventilation;PP;kg;9;20;19.10602822;0.000227225;0.000234408;6.008;2.19;#N/A
Technical equipment;Ventilation;Rubber;kg;9;20;21.7382429;0.00025853;0.000557657;8.003;5.21;0.000234408
Technical equipment;Ventilation;Chrome Steel;kg;18.74274177;20;73.15311665;0.00087;0.000499307;6.006;2.24;0.000557657
Technical equipment;Ventilation;PET;kg;2;20;6.214185221;7.39045E-05;#N/A;FALSE;#N/A;0.000499307
Technical equipment;Ventilation;Galvanized Steel;kg;14.13;40;10.14742043;6.0341E-05;0.000294921;6.011;3.51;#N/A
Technical equipment;Ventilation;Galvanized Steel;kg;25.12;40;18.03985855;0.000107273;0.000524304;6.011;3.51;0.000294921
Technical equipment;Ventilation;Galvanized Steel;kg;47.1;40;33.82473478;0.000201137;0.000983071;6.011;3.51;0.000524304
Technical equipment;Ventilation;Galvanized Steel;kg;3.579044131;40;2.570280647;1.5284E-05;7.47E-05;6.011;3.51;0.000983071
Technical equipment;Ventilation;Galvanized Steel;kg;2.102306337;40;1.509765484;8.97772E-06;4.39E-05;6.011;3.51;7.47018E-05
Technical equipment;Ventilation;Galvanized Steel;kg;1.256;20;0.901992927;1.07273E-05;5.24E-05;6.011;3.51;4.38793E-05
Technical equipment;Ventilation;Galvanized Steel;kg;0.785;20;0.56374558;6.70455E-06;3.28E-05;6.011;3.51;5.24304E-05
Technical equipment;Ventilation;aluminium pipe？;kg;24;20;95.02098263;0.001130072;#N/A;FALSE;#N/A;3.2769E-05
Technical equipment;Ventilation;aluminium pipe？;kg;9.8;20;38.80023457;0.000461446;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;17.5;20;69.28613317;0.000824011;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;7.5;20;29.69405707;0.000353148;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;0.9;20;3.563286849;4.23777E-05;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;0.5;20;1.979603805;2.35432E-05;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;6.4;20;25.3389287;0.000301353;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;6.5;20;25.73484946;0.000306061;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;aluminium pipe？;kg;2;20;7.918415219;9.41727E-05;#N/A;FALSE;#N/A;#N/A
Technical equipment;Ventilation;Galvanized Steel;kg;3.72875;20;2.677791504;3.18466E-05;0.000155653;6.011;3.51;#N/A
Technical equipment;Ventilation;Galvanized Steel;kg;20;20;14.36294471;0.000170817;0.000834879;6.011;3.51;0.000155653
Technical equipment;Ventilation;Galvanized Steel;kg;13;20;9.335914059;0.000111031;0.000542672;6.011;3.51;0.000834879
Technical equipment;Ventilation;Galvanized Steel;kg;6.21;20;4.459694331;5.30386E-05;0.00025923;6.011;3.51;0.000542672
Technical equipment;Ventilation;Galvanized Steel;kg;4.48;20;3.217299614;3.82629E-05;0.000187013;6.011;3.51;0.00025923
Technical equipment;Ventilation;Galvanized Steel;kg;1;20;0.718147235;8.54083E-06;4.17E-05;6.011;3.51;0.000187013
Technical equipment;Ventilation;Galvanized Steel;kg;7.6;20;5.457918988;6.49103E-05;0.000317254;6.011;3.51;4.1744E-05
Technical equipment;Ventilation;Galvanized Steel;kg;5.1;20;3.6625509;4.35582E-05;0.000212894;6.011;3.51;0.000317254
Technical equipment;Ventilation;Galvanized Steel;kg;39;20;28.00774218;0.000333092;0.001628015;6.011;3.51;0.000212894
Technical equipment;Ventilation;Galvanized Steel;kg;20;20;14.36294471;0.000170817;0.000834879;6.011;3.51;0.001628015
Technical equipment;Ventilation;Galvanized Steel;kg;105;20;75.4054597;0.000896787;0.004383117;6.011;3.51;0.000834879
Technical equipment;Ventilation;Galvanized Steel;kg;17.65566275;20;12.67936539;0.000150794;0.000737017;6.011;3.51;0.004383117
Technical equipment;Ventilation;Polyvinyl chloride (PVC);kg;0.165725296;20;0.324479018;3.85899E-06;8.71E-06;13.004;4.42;0.000737017
Technical equipment;Ventilation;Galvanized Steel;kg;28.19845499;20;20.25064249;0.000240838;0.001177115;6.011;3.51;8.7116E-06
Technical equipment;Ventilation;Polyvinyl chloride (PVC);kg;0.264685464;20;0.518236394;6.16332E-06;1.39E-05;13.004;4.42;0.001177115
Technical equipment;Ventilation;Galvanized Steel;kg;16.41470582;20;11.7881756;0.000140195;0.000685215;6.011;3.51;1.39136E-05
Technical equipment;Ventilation;Polyvinyl chloride (PVC);kg;0.154077024;20;0.301672484;3.58775E-06;8.10E-06;13.004;4.42;0.000685215
Technical equipment;Ventilation;Galvanized Steel;kg;28;15;20.10812259;0.000318858;0.001558442;6.011;3.51;8.09929E-06
Technical equipment;Ventilation;Galvanized Steel;kg;17;15;12.208503;0.000193592;0.000946197;6.011;3.51;0.001558442
Technical equipment;Ventilation;Galvanized Steel;kg;72;15;51.70660094;0.00081992;0.004007421;6.011;3.51;0.000946197
Technical equipment;Ventilation;Galvanized Steel;kg;28;15;20.10812259;0.000318858;0.001558442;6.011;3.51;0.004007421
Technical equipment;Ventilation;Galvanized Steel;kg;42;15;30.16218388;0.000478287;0.002337662;6.011;3.51;0.001558442
Technical equipment;Ventilation;Galvanized Steel;kg;57;15;40.93439241;0.000649103;0.003172542;6.011;3.51;0.002337662
Technical equipment;Ventilation;Galvanized Steel;kg;46;15;33.03477282;0.000523838;0.002560297;6.011;3.51;0.003172542
Technical equipment;Ventilation;Galvanized Steel;kg;75;15;53.86104265;0.000854083;0.004174397;6.011;3.51;0.002560297
Technical equipment;Ventilation;Galvanized Steel;kg;20;15;14.36294471;0.000227755;0.001113173;6.011;3.51;0.004174397
Technical equipment;Ventilation;Galvanized Steel;kg;27;15;19.38997535;0.00030747;0.001502783;6.011;3.51;0.001113173
Technical equipment;Ventilation;Galvanized Steel;kg;105;15;75.4054597;0.001195716;0.005844156;6.011;3.51;0.001502783
Technical equipment;Ventilation;Galvanized Steel;kg;85;15;61.042515;0.000967961;0.004730983;6.011;3.51;0.005844156
Technical equipment;Ventilation;Galvanized Steel;kg;95;15;68.22398735;0.001081839;0.00528757;6.011;3.51;0.004730983
Technical equipment;Ventilation;Galvanized Steel;kg;54;15;38.7799507;0.00061494;0.003005566;6.011;3.51;0.00528757
Technical equipment;Ventilation;Galvanized Steel;kg;28;15;20.10812259;0.000318858;0.001558442;6.011;3.51;0.003005566
Technical equipment;Ventilation;Galvanized Steel;kg;139.5;15;100.1815393;0.001588595;0.007764378;6.011;3.51;0.001558442
Technical equipment;Ventilation;Galvanized Steel;kg;10.2;15;7.3251018;0.000116155;0.000567718;6.011;3.51;0.007764378
Technical equipment;Ventilation;Galvanized Steel;kg;22.2;15;15.94286862;0.000252809;0.001235622;6.011;3.51;0.000567718
Technical equipment;Ventilation;Galvanized Steel;kg;29.4;15;21.11352872;0.000334801;0.001636364;6.011;3.51;0.001235622
Technical equipment;Ventilation;Galvanized Steel;kg;35;15;25.13515323;0.000398572;0.001948052;6.011;3.51;0.001636364
Technical equipment;Ventilation;aluminium pipe？;kg;0.4;20;1.583683044;1.88345E-05;#N/A;FALSE;#N/A;0.001948052
Technical equipment;Ventilation;Steel;kg;200;50;80.569936;0.000383283;0.000648875;6.003;0.682;#N/A
Technical equipment;Sanitary and service water system;PE;kg;4.618828424;40;9.329673586;5.54783E-05;2.61E-05;4.003;0.951;0.000648875
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;7.093069044;40;28.08293293;0.000166993;#N/A;FALSE;#N/A;2.61197E-05
Technical equipment;Sanitary and service water system;HDPE;kg;2.830418058;40;5.990709906;3.56234E-05;9.11E-05;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;1.061697467;40;2.144546172;1.27524E-05;6.00E-06;4.003;0.951;9.10551E-05
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;1.674406053;40;6.629321185;3.94208E-05;#N/A;FALSE;#N/A;6.00396E-06
Technical equipment;Sanitary and service water system;HDPE;kg;0.80052556;40;1.69434914;1.00753E-05;2.58E-05;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;2.378896895;40;4.8051864;2.85737E-05;1.35E-05;4.003;0.951;2.57531E-05
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;4.218078226;40;16.70024741;9.93069E-05;#N/A;FALSE;#N/A;1.34528E-05
Technical equipment;Sanitary and service water system;HDPE;kg;1.547895373;40;3.276191698;1.94817E-05;4.98E-05;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;3.596636013;40;7.26492455;4.32004E-05;2.03E-05;4.003;0.951;4.97961E-05
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;6.941914455;40;27.48448053;0.000163435;#N/A;FALSE;#N/A;2.03392E-05
Technical equipment;Sanitary and service water system;HDPE;kg;2.027005846;40;4.290251033;2.55117E-05;6.52E-05;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;10.12351215;40;20.44870587;0.000121597;5.72E-05;4.003;0.951;6.52092E-05
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;15.91279511;40;63.00205949;0.000374638;#N/A;FALSE;#N/A;5.72491E-05
Technical equipment;Sanitary and service water system;HDPE;kg;6.071272316;40;12.85012689;7.64124E-05;0.000195314;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PEFoam;kg;0.955672485;20;2.449458331;2.91311E-05;1.33E-05;10.007;1.17;0.000195314
Technical equipment;Sanitary and service water system;PEFoam;kg;0.217146884;20;0.556563313;6.61913E-06;3.02E-06;10.007;1.17;1.32979E-05
Technical equipment;Sanitary and service water system;PE;kg;0.08;40;0.161593768;9.60907E-07;4.52E-07;4.003;0.951;3.02152E-06
Technical equipment;Sanitary and service water system;Brass;kg;2.7;15;11.66832244;0.000185026;0.000116027;6.009;2.71;4.52405E-07
Technical equipment;Sanitary and service water system;Brass;kg;0.66;15;2.852256597;4.52287E-05;2.84E-05;6.009;2.71;0.000116027
Technical equipment;Sanitary and service water system;Brass;kg;2.02;15;8.729633827;0.000138427;8.68E-05;6.009;2.71;2.83621E-05
Technical equipment;Sanitary and service water system;Brass;kg;1.4;15;6.050241266;9.59396E-05;6.02E-05;6.009;2.71;8.68053E-05
Technical equipment;Sanitary and service water system;Brass;kg;2.17;20;9.377873963;0.00011153;6.99E-05;6.009;2.71;6.01621E-05
Technical equipment;Sanitary and service water system;Chrome Steel;kg;0.62;20;2.419866467;2.87792E-05;1.65E-05;6.006;2.24;6.99384E-05
Technical equipment;Sanitary and service water system;PE;kg;0.31;20;0.626175849;7.44703E-06;3.51E-06;4.003;0.951;1.65168E-05
Technical equipment;Sanitary and service water system;PE;kg;2.5;50;5.049805237;2.40227E-05;1.13E-05;4.003;0.951;3.50614E-06
Technical equipment;Sanitary and service water system;PP;kg;41.3;15;87.67544062;0.001390283;0.001434232;6.008;2.19;1.13101E-05
Technical equipment;Sanitary and service water system;EPS;kg;0.7;15;2.631293371;4.17248E-05;8.51E-06;4.007;0.767;0.001434232
Technical equipment;Sanitary and service water system;WaterHeater;kg;15.6;12;112.8044192;0.002235947;#N/A;FALSE;#N/A;8.51371E-06
Technical equipment;Sanitary and service water system;PP;kg;108;50;229.2723387;0.001090682;0.001125161;6.008;2.19;#N/A
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;360;50;258.5330047;0.00122988;0.006011132;6.011;3.51;0.001125161
Technical equipment;Sanitary and service water system;PP;kg;42;50;89.16146503;0.000424154;0.000437562;6.008;2.19;0.006011132
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;154;50;110.5946742;0.000526115;0.002571429;6.011;3.51;0.000437562
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;220;50;157.9923918;0.000751593;0.003673469;6.011;3.51;0.002571429
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;225;50;161.5831279;0.000768675;0.003756957;6.011;3.51;0.003673469
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;105;50;75.4054597;0.000358715;0.001753247;6.011;3.51;0.003756957
Technical equipment;Sanitary and service water system;PlasterBoard;kg;64.26;50;10.99314146;5.2296E-05;8.96E-05;3.008;0.293;0.001753247
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;70;50;50.27030647;0.000239143;0.001168831;6.011;3.51;8.95684E-05
Technical equipment;Sanitary and service water system;PlasterBoard;kg;39.69;50;6.789881489;3.23005E-05;5.53E-05;3.008;0.293;0.001168831
Technical equipment;Sanitary and service water system;Galvanized Steel;kg;196;50;140.7568581;0.000669601;0.003272727;6.011;3.51;5.53217E-05
Technical equipment;Sanitary and service water system;PlasterBoard;kg;181.44;50;31.03945824;0.000147659;0.000252899;3.008;0.293;0.003272727
Technical equipment;Sanitary and service water system;HDPE;kg;57.2;15;121.0664289;0.00191977;0.004907029;13.002;5.41;0.000252899
Technical equipment;Sanitary and service water system;HDPE;kg;1.65;15;3.492300834;5.5378E-05;0.000141549;13.002;5.41;0.004907029
Technical equipment;Sanitary and service water system;HDPE;kg;31.5;15;66.67119773;0.001057216;0.002702298;13.002;5.41;0.000141549
Technical equipment;Sanitary and service water system;HDPE;kg;107.25;15;226.9995542;0.003599568;0.00920068;13.002;5.41;0.002702298
Technical equipment;Sanitary and service water system;HDPE;kg;229.5;15;485.7472978;0.007702572;0.019688169;13.002;5.41;0.00920068
Technical equipment;Sanitary and service water system;HDPE;kg;24.75;15;52.3845125;0.00083067;0.002123234;13.002;5.41;0.019688169
Technical equipment;Sanitary and service water system;HDPE;kg;84.45;15;178.7423063;0.002834345;0.007244731;13.002;5.41;0.002123234
Technical equipment;Sanitary and service water system;HDPE;kg;47.64375;15;100.8401866;0.001599039;0.004087225;13.002;5.41;0.007244731
Technical equipment;Sanitary and service water system;HDPE;kg;14.075;15;29.79038438;0.000472391;0.001207455;13.002;5.41;0.004087225
Technical equipment;Sanitary and service water system;HDPE;kg;27.225;15;57.62296375;0.000913736;0.002335557;13.002;5.41;0.001207455
Technical equipment;Sanitary and service water system;HDPE;kg;4.2225;15;8.937115315;0.000141717;0.000362237;13.002;5.41;0.002335557
Technical equipment;Sanitary and service water system;PP;kg;0.258276938;15;0.548294052;8.69439E-06;8.97E-06;6.008;2.19;0.000362237
Technical equipment;Sanitary and service water system;PP;kg;1.072280121;15;2.276334917;3.60962E-05;3.72E-05;6.008;2.19;8.96923E-06
Technical equipment;Sanitary and service water system;PP;kg;0.419220867;15;0.889960635;1.41122E-05;1.46E-05;6.008;2.19;3.72373E-05
Technical equipment;Sanitary and service water system;PP;kg;2.5;15;5.307230062;8.41576E-05;8.68E-05;6.008;2.19;1.45584E-05
Technical equipment;Sanitary and service water system;PE;kg;0.25;15;0.504980524;8.00756E-06;3.77E-06;4.003;0.951;8.68179E-05
Technical equipment;Sanitary and service water system;PE;kg;0.5625;15;1.136206178;1.8017E-05;8.48E-06;4.003;0.951;3.77004E-06
Technical equipment;Sanitary and service water system;PE;kg;1.5625;15;3.156128273;5.00472E-05;2.36E-05;4.003;0.951;8.48259E-06
Technical equipment;Sanitary and service water system;Pump;kg;2.4;10;8.281726556;0.000196987;#N/A;FALSE;#N/A;2.35627E-05
Technical equipment;Sanitary and service water system;Chrome Steel;kg;13;15;50.73913561;0.000804579;0.00046176;6.006;2.24;#N/A
Technical equipment;Sanitary and service water system;PE;kg;1;15;2.019922095;3.20302E-05;1.51E-05;4.003;0.951;0.00046176
Technical equipment;Sanitary and service water system;Chrome Steel;kg;3;15;11.70903129;0.000185672;0.00010656;6.006;2.24;1.50802E-05
Technical equipment;Sanitary and service water system;Brass;kg;2;15;8.643201809;0.000137057;8.59E-05;6.009;2.71;0.00010656
Technical equipment;Sanitary and service water system;Chrome Steel;kg;15.81;15;61.70659492;0.000978491;0.000561572;6.006;2.24;8.59458E-05
Technical equipment;Sanitary and service water system;EPDM;kg;1.19;15;2.874278784;4.55779E-05;0.000110578;9.004;5.86;0.000561572
Technical equipment;Sanitary and service water system;Chrome Steel;kg;226.4234183;15;883.7329634;0.014013494;0.008042568;6.006;2.24;0.000110578
Technical equipment;Sanitary and service water system;Chrome Steel;kg;314.4341547;15;1227.239786;0.019460536;0.011168712;6.006;2.24;0.008042568
Technical equipment;Sanitary and service water system;Polyurethane;kg;13.86;20;77.08346968;0.000916744;0.00123956;10.006;7.52;0.011168712
Technical equipment;Sanitary and service water system;PP;kg;4.62;20;9.807761154;0.000116642;0.00012033;6.008;2.19;0.00123956
Technical equipment;Sanitary and service water system;EPDM;kg;0.924;20;2.231792938;2.65424E-05;6.44E-05;9.004;5.86;0.00012033
Technical equipment;Sanitary and service water system;EPDM;kg;0.924;20;2.231792938;2.65424E-05;6.44E-05;9.004;5.86;6.43956E-05
Technical equipment;Sanitary and service water system;Chrome Steel;kg;32;50;124.8963338;0.00059415;0.000340992;6.006;2.24;6.43956E-05
Technical equipment;Sanitary and service water system;HDPE;kg;3.6;20;7.619565455;9.06185E-05;0.000231626;13.002;5.41;0.000340992
Technical equipment;Sanitary and service water system;HDPE;kg;15.75;20;33.33559887;0.000396456;0.001013362;13.002;5.41;0.000231626
Technical equipment;Sanitary and service water system;HDPE;kg;10.2;20;21.58876879;0.000256752;0.000656272;13.002;5.41;0.001013362
Technical equipment;Sanitary and service water system;HDPE;kg;11.4;20;24.12862394;0.000286959;0.000733481;13.002;5.41;0.000656272
Technical equipment;Sanitary and service water system;HDPE;kg;44.85;20;94.9270863;0.001128955;0.002885668;13.002;5.41;0.000733481
Technical equipment;Sanitary and service water system;HDPE;kg;4.8;20;10.15942061;0.000120825;0.000308834;13.002;5.41;0.002885668
Technical equipment;Sanitary and service water system;HDPE;kg;43.2;20;91.43478546;0.001087422;0.002779506;13.002;5.41;0.000308834
Technical equipment;Sanitary and service water system;HDPE;kg;37.4;20;79.1588189;0.000941425;0.002406332;13.002;5.41;0.002779506
Technical equipment;Sanitary and service water system;PE;kg;14.99619618;30;30.29114801;0.000240166;0.000113073;4.003;0.951;0.002406332
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;23.02944495;30;91.17835368;0.000722915;#N/A;FALSE;#N/A;0.000113073
Technical equipment;Sanitary and service water system;HDPE;kg;9.189669021;30;19.45035684;0.000154214;0.000394178;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;3.981365503;30;8.042048146;6.3762E-05;3.00E-05;4.003;0.951;0.000394178
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;6.279022697;30;24.85995444;0.000197104;#N/A;FALSE;#N/A;3.00198E-05
Technical equipment;Sanitary and service water system;HDPE;kg;3.001970851;30;6.353809277;5.03767E-05;0.000128765;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;6.796848272;30;13.729104;0.000108852;5.12E-05;4.003;0.951;0.000128765
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;12.05165207;30;47.7149926;0.000378312;#N/A;FALSE;#N/A;5.12488E-05
Technical equipment;Sanitary and service water system;HDPE;kg;4.422558209;30;9.360547708;7.42158E-05;0.0001897;13.002;5.41;#N/A
Technical equipment;Sanitary and service water system;PE;kg;0.817417276;30;1.651119216;1.3091E-05;6.16E-06;4.003;0.951;0.0001897
Technical equipment;Sanitary and service water system;aluminium pipe？;kg;1.577707831;30;6.246472849;4.95257E-05;#N/A;FALSE;#N/A;6.16339E-06
Technical equipment;Sanitary and service water system;HDPE;kg;0.460683147;30;0.975057053;7.73082E-06;1.98E-05;13.002;5.41;#N/A
