Categories;Family;Type;model;mark;IFC Predefined Type;IfcConstructionType;IfcContainedInHost;IfcContainedInHostGUID;IfcMaterial;IfcName;IfcName [Type];IfcOperationType;IfcPresentationLayer;IfcSpatialContainer;count;Export to IFC As
walls;;;;;;;;;Concrete stock: 0.2 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;B_Walls internally load-bearing;;1;IfcOpeningElement
walls;;;;;;;;;Concrete stock: 0.2 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
door;Direct shape;10.0015;;132;;NotDefined;load-bearing wall;2XXLfuz613thXsRCaSaZcH;wood;10.0015;10.0015;NotDefined;built-in furniture;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;B_Walls internally load-bearing;;1;IfcOpeningElement
walls;;;;;;;;;Concrete stock: 0.2 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
door;Direct shape;10.0003;;133;;NotDefined;load-bearing wall;1kcCASypLBdPkQ2qqmYRBs;Steel frame with wooden door leaf;10.0003;10.0003;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Concrete: 0.15 m;load-bearing wall;;;earthquake walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;special glazing;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
door;Direct shape;15;;134;;NotDefined;non-bearing wall;1pz4CS4dP9GuOGeNlaQjPt;aluminum;15;15;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;unspecified Inventory: 0.15 m;load-bearing wall;;;B_Walls non-load-bearing on the inside;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;B_Walls internally load-bearing;;1;IfcOpeningElement
walls;;;;;;;;;Concrete stock: 0.3 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Concrete: 0.3m;non-bearing wall;;;concrete;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;B_Walls internally load-bearing;;1;IfcOpeningElement
walls;;;;;;;;;Concrete stock: 0.15 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Concrete: 0.15 m;load-bearing wall;;;internally supporting walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;special glazing;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;special glazing;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
door;Direct shape;19.2;;135;;NotDefined;non-bearing wall;0QIYPRxhz2SPDvacEDnddQ;aluminum;19.2;19.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;19.1;;136;;NotDefined;non-bearing wall;0QIYPRxhz2SPDvacEDnddQ;aluminum;19.1;19.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;10,002;;137;;NotDefined;non-bearing wall;3Jae6Tqkr32gxpb9_6u77f;wood construction;10,002;10,002;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;special glazing;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
door;Direct shape;23;;138;;NotDefined;non-bearing wall;0dZ7NXFwj5$OEezc6ztO07;aluminum;23;23;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.05 m;non-bearing wall;;;special glazing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;wall breakthrough;;;B_Walls internally load-bearing;;1;IfcOpeningElement
walls;;;;;;;;;Concrete stock: 0.2 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight: 0.02 m;non-bearing wall;;;Non-load-bearing walls on the inside;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight: 0.02 m;non-bearing wall;;;Non-load-bearing walls on the inside;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;;;;ceiling coverings;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;;;;;ceiling coverings;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;;;;;ceiling coverings;D-01 OG;1;IfcBuildingElementProxy
walls;;;;;;;;;Concrete: 0.18 m;load-bearing wall;;;internally supporting walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Concrete: 0.2m;load-bearing wall;;;internally supporting walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;Wall;;;partitions fixed;;1;IfcOpeningElement
Generic Models;;;;;;;;;;Wall;;;partitions fixed;;1;IfcOpeningElement
Generic Models;;;;;;;;;;Wall;;;partitions fixed;;1;IfcOpeningElement
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
stairs;;;;;NOTDEFINED;;;;Straight stairs;;;;B_Stairs, ramps;D-01 OG;1;IfcStair
Generic Models;;;;;;;;;;door;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;;door;;;;D-01 OG;1;IfcBuildingElementProxy
walls;;;;;;;;;Concrete: 0.2m;load-bearing wall;;;internally supporting walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Concrete: 0.15 m;load-bearing wall;;;internally supporting walls;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;door;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;;door;;;;D-01 OG;1;IfcBuildingElementProxy
walls;;;;;;;;;not specified: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.1 m;insulation;;;insulations;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;27.2;;139;;NotDefined;non-bearing wall;1gbiTxbdP19eiUXl7Fj3UK;aluminum;27.2;27.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;29;;140;;NotDefined;non-bearing wall;1gbiTxbdP19eiUXl7Fj3UK;aluminum;29;29;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;11;;141;;NotDefined;non-bearing wall;1WXKl2mQjAqvGljg$3x0iR;aluminum;11;11;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;27.1;;142;;NotDefined;non-bearing wall;1WXKl2mQjAqvGljg$3x0iR;aluminum;27.1;27.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;26.1;;143;;NotDefined;non-bearing wall;22SsbQjCrFkQq1jDNmDyec;aluminum;26.1;26.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;24.2;;144;;NotDefined;non-bearing wall;22SsbQjCrFkQq1jDNmDyec;aluminum;24.2;24.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;24.1;;145;;NotDefined;non-bearing wall;0EagfBU2j3hfFSSn7ECDdY;aluminum;24.1;24.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;22.2;;146;;NotDefined;non-bearing wall;0EagfBU2j3hfFSSn7ECDdY;aluminum;22.2;22.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;22.1;;147;;NotDefined;non-bearing wall;3ZQMgcUAL2yh2t55gmsDUV;aluminum;22.1;22.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;20.2;;148;;NotDefined;non-bearing wall;3ZQMgcUAL2yh2t55gmsDUV;aluminum;20.2;20.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;20.1;;149;;NotDefined;non-bearing wall;2WuTvZGa144Qt7z4ZGECbF;aluminum;20.1;20.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;18.2;;150;;NotDefined;non-bearing wall;2WuTvZGa144Qt7z4ZGECbF;aluminum;18.2;18.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;16.1;;151;;NotDefined;non-bearing wall;20QIu5gTzBLP_GgT1Rpe4m;aluminum;16.1;16.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;14.1;;152;;NotDefined;non-bearing wall;20QIu5gTzBLP_GgT1Rpe4m;aluminum;14.1;14.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;12.2;;153;;NotDefined;non-bearing wall;21wJBaAB5FY8S1Amw3ReYG;aluminum;12.2;12.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;12.2;;154;;NotDefined;non-bearing wall;21wJBaAB5FY8S1Amw3ReYG;aluminum;12.2;12.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;12.1;;155;;NotDefined;non-bearing wall;0bYW$Ylf1BCPpeihoWlJDV;aluminum;12.1;12.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;30.1;;156;;NotDefined;non-bearing wall;0tzVp0WMn0wf3nn7AJR4Bf;aluminum;30.1;30.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;30.2;;157;;NotDefined;non-bearing wall;0tzVp0WMn0wf3nn7AJR4Bf;aluminum;30.2;30.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;28;;158;;NotDefined;non-bearing wall;2c673Xxc18sh2V5P6N25Yp;aluminum;28;28;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;26.2;;159;;NotDefined;non-bearing wall;2c673Xxc18sh2V5P6N25Yp;aluminum;26.2;26.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;not fixed;M841 131;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M813 100;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M841 131;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M813 100;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M819 282;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M841 131;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M841 131;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M841 131;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;M841 131;;;;D-01 OG;1;IfcBuildingElementProxy
walls;;;;;;;;;Concrete: 0.15 m;load-bearing wall;;;earthquake walls;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;wall breakthrough;;;B_Walls internally load-bearing;;1;IfcOpeningElement
Generic Models;;;;;;;;;;wall breakthrough;;;B_Walls internally load-bearing;;1;IfcOpeningElement
Generic Models;;;;;;;;;;Wall;;;B_Walls internally load-bearing;;1;IfcOpeningElement
walls;;;;;;;;;Concrete stock: 0.3 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
Structural Columns;;;;;;;;;concrete stock;concrete column;;;B_supports;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;Non-load-bearing walls on the inside;;1;IfcOpeningElement
walls;;;;;;;;;Sand-lime brick: 0.2 m;non-bearing wall;;;Non-load-bearing walls on the inside;D-01 OG;1;IfcWallStandardCase
door;Direct shape;10.1;;160;;NotDefined;non-bearing wall;1bdUwFcn53bgGONdoCsvcW;wood;10.1;10.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
Generic Models;;;;;;;;;;wallcovering;;;wallcoverings;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;wallcoverings;;1;IfcOpeningElement
walls;;;;;;;;;Wood material: 0.015 m;non-bearing wall;;;wallcoverings;D-01 OG;1;IfcWallStandardCase
door;Direct shape;door;;161;;NotDefined;non-bearing wall;2tHuQY29z21ujULGWpBoEM;;door;door;NotDefined;built-in furniture;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Lightweight wall: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;not fixed;Sanitary wall toilet 3D;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;Sanitary wall toilet 3D;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;Sanitary wall toilet 3D;;;;D-01 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;not fixed;HIF_Sink 100x45;;;;D-01 OG;1;IfcBuildingElementProxy
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Toilet partitions: 0.04 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Wood: 0.125 m;non-bearing wall;;;Non-load-bearing walls on the inside;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;wallcoverings;;1;IfcOpeningElement
walls;;;;;;;;;not specified: 0.02 m;non-bearing wall;;;wallcoverings;D-01 OG;1;IfcWallStandardCase
door;Direct shape;10.0007;;162;;NotDefined;non-bearing wall;2XT81igd98pfSwZJ9tyXVz;wood;10.0007;10.0007;NotDefined;built-in furniture;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Concrete stock: 0.3 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Concrete: 0.25 m;load-bearing wall;;;earthquake walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Concrete stock: 0.3 m;load-bearing wall;;;B_Walls internally load-bearing;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;earthquake walls;;1;IfcOpeningElement
walls;;;;;;;;;Concrete: 0.35 m;load-bearing wall;;;earthquake walls;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;not specified: 0.125 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
structural framing;;;;;;;;;concrete;;;;B_beams;D-01 OG;1;IfcBeam
structural framing;;;;;;;;;concrete;;;;B_beams;D-01 OG;1;IfcBeam
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
Generic Models;;;;;;;;;;doorway;;;Extension lightweight wall;;1;IfcOpeningElement
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
door;Direct shape;18.1;;163;;NotDefined;non-bearing wall;0FUUe_PT9EPRkC1q$PmgfP;aluminum;18.1;18.1;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
door;Direct shape;16.2;;164;;NotDefined;non-bearing wall;0FUUe_PT9EPRkC1q$PmgfP;aluminum;16.2;16.2;NotDefined;inner doors;D-01 OG;1;IfcDoorStyle
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.06 m;non-bearing wall;;;Extension lightweight wall;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight wall: 0.1 m;non-bearing wall;;;partitions fixed;D-01 OG;1;IfcWallStandardCase
walls;;;;;;;;;Lightweight: 0.02 m;non-bearing wall;;;Non-load-bearing walls on the inside;D-01 OG;1;IfcWallStandardCase
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;solid wood;Frame wall paneling;;;Support;D-01 OG;1;IfcColumn
columns;;;;;;;;;solid wood;Frame wall paneling;;;Support;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
columns;;;;;;;;;wood;wooden support;;;Expansion of wooden structures;D-01 OG;1;IfcColumn
